Chrom	Start	End	CN	Stage1Status	Stage1KeptSubtype	FailReason	FailDetails	UnfilteredGainsMatchCount	UnfilteredGainsMatches
chr3	13535055	13655055	2.586754250270642	FILTERED	-	CN < Threshold	CN=2.59 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	13655055	13910056	2.869944822614426	FILTERED	-	CN < Threshold	CN=2.87 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	13910056	14965060	2.593022994806493	FILTERED	-	CN < Threshold	CN=2.59 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	14965060	15915064	2.2241868632445736	FILTERED	-	CN < Threshold	CN=2.22 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	15915064	17395070	2.5117032076525314	FILTERED	-	CN < Threshold	CN=2.51 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	17395070	17810072	2.214400233171631	FILTERED	-	CN < Threshold	CN=2.21 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	17810072	19920081	2.471770846948598	FILTERED	-	CN < Threshold	CN=2.47 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	19920081	20265082	1.9519758447587665	FILTERED	-	CN < Threshold	CN=1.95 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	20265082	23080094	2.4054369753749723	FILTERED	-	CN < Threshold	CN=2.41 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	23080094	23760096	1.838154458354661	FILTERED	-	CN < Threshold	CN=1.84 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	23760096	24060098	1.551710046693	FILTERED	-	CN < Threshold	CN=1.55 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	24060098	24095098	1.7208114149751983	FILTERED	-	CN < Threshold	CN=1.72 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	24095098	24650100	1.9828658831104777	FILTERED	-	CN < Threshold	CN=1.98 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	24650100	25660104	1.7970779643217296	FILTERED	-	CN < Threshold	CN=1.80 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	25660104	25830105	1.5937617740029537	FILTERED	-	CN < Threshold	CN=1.59 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	25830105	27150110	1.841347604026528	FILTERED	-	CN < Threshold	CN=1.84 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	27150110	27410111	1.682905304666213	FILTERED	-	CN < Threshold	CN=1.68 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	27410111	27835113	1.423562663340184	FILTERED	-	CN < Threshold	CN=1.42 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	27835113	29925121	1.7406498271795132	FILTERED	-	CN < Threshold	CN=1.74 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	29925121	31425128	1.8299497081690914	FILTERED	-	CN < Threshold	CN=1.83 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	31425128	31775129	1.7196726912295952	FILTERED	-	CN < Threshold	CN=1.72 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	31775129	32015130	1.5492725852193638	FILTERED	-	CN < Threshold	CN=1.55 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	32015130	32485132	1.764511704561918	FILTERED	-	CN < Threshold	CN=1.76 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	32485132	32895134	1.4065053106916898	FILTERED	-	CN < Threshold	CN=1.41 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	32895134	33915138	1.6033151148375118	FILTERED	-	CN < Threshold	CN=1.60 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	33915138	34565140	2.0394372237748835	FILTERED	-	CN < Threshold	CN=2.04 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	34565140	35790145	1.9506318250670514	FILTERED	-	CN < Threshold	CN=1.95 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	35790145	36905150	2.0469317500307844	FILTERED	-	CN < Threshold	CN=2.05 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	36905150	37100151	1.8029032764168904	FILTERED	-	CN < Threshold	CN=1.80 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	37100151	37410152	1.5901479472537827	FILTERED	-	CN < Threshold	CN=1.59 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	37410152	38185155	2.045645705595992	FILTERED	-	CN < Threshold	CN=2.05 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	38185155	38565157	1.8662484989754762	FILTERED	-	CN < Threshold	CN=1.87 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	38565157	38925158	2.091600615728259	FILTERED	-	CN < Threshold	CN=2.09 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	38925158	39790162	1.8847074482003083	FILTERED	-	CN < Threshold	CN=1.88 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	39790162	40335164	2.0133324557795373	FILTERED	-	CN < Threshold	CN=2.01 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	40335164	40600165	1.7230290196878546	FILTERED	-	CN < Threshold	CN=1.72 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	40600165	41345168	2.0427309530110205	FILTERED	-	CN < Threshold	CN=2.04 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	41345168	41695170	1.8417854355123258	FILTERED	-	CN < Threshold	CN=1.84 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	41695170	41910170	1.7421284498309004	FILTERED	-	CN < Threshold	CN=1.74 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	41910170	42110171	1.4837808233169147	FILTERED	-	CN < Threshold	CN=1.48 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	42110171	42205172	1.7175498829870697	FILTERED	-	CN < Threshold	CN=1.72 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	42205172	43030175	1.9030025568501046	FILTERED	-	CN < Threshold	CN=1.90 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	43030175	43145175	2.250878213287782	FILTERED	-	CN < Threshold	CN=2.25 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	43145175	43340176	2.00282330786244	FILTERED	-	CN < Threshold	CN=2.00 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	43340176	43760178	1.7725496025271552	FILTERED	-	CN < Threshold	CN=1.77 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	43760178	44255180	2.067664052246234	FILTERED	-	CN < Threshold	CN=2.07 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	44255180	44940183	1.6759487122002925	FILTERED	-	CN < Threshold	CN=1.68 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	44940183	45135184	1.9872334872433983	FILTERED	-	CN < Threshold	CN=1.99 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	45135184	45780186	1.805823635627038	FILTERED	-	CN < Threshold	CN=1.81 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	45780186	46545189	2.0460897087695313	FILTERED	-	CN < Threshold	CN=2.05 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	46545189	46700190	1.7643478212869632	FILTERED	-	CN < Threshold	CN=1.76 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	46700190	47065191	1.9930108441073238	FILTERED	-	CN < Threshold	CN=1.99 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	47065191	47275192	1.38813703900406	FILTERED	-	CN < Threshold	CN=1.39 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	47275192	47485193	1.5829327887351228	FILTERED	-	CN < Threshold	CN=1.58 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	47485193	47700194	1.4208211868625447	FILTERED	-	CN < Threshold	CN=1.42 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	47700194	47850195	1.2476610042781575	FILTERED	-	CN < Threshold	CN=1.25 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	47850195	48310197	1.4237817361301777	FILTERED	-	CN < Threshold	CN=1.42 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	48310197	48735198	1.716167061683564	FILTERED	-	CN < Threshold	CN=1.72 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	48735198	49655202	1.3852314042376144	FILTERED	-	CN < Threshold	CN=1.39 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	49655202	49765203	2.0325328930108415	FILTERED	-	CN < Threshold	CN=2.03 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	49765203	49975203	1.622676038837313	FILTERED	-	CN < Threshold	CN=1.62 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	49975203	50000203	0.9210299655337426	FILTERED	-	CN < Threshold	CN=0.92 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	50000203	50145204	1.4193742120144999	FILTERED	-	CN < Threshold	CN=1.42 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	50145204	50385205	1.828235601571152	FILTERED	-	CN < Threshold	CN=1.83 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	50385205	50700206	2.1811001257979563	FILTERED	-	CN < Threshold	CN=2.18 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	50700206	50915207	1.719828848521548	FILTERED	-	CN < Threshold	CN=1.72 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	50915207	51460209	1.9017550024828067	FILTERED	-	CN < Threshold	CN=1.90 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	51460209	51650210	1.4336570964051807	FILTERED	-	CN < Threshold	CN=1.43 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	51650210	52565214	1.9247407002371024	FILTERED	-	CN < Threshold	CN=1.92 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	52565214	53085216	1.5963112756917721	FILTERED	-	CN < Threshold	CN=1.60 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	53085216	53295217	2.17898762037601	FILTERED	-	CN < Threshold	CN=2.18 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	53295217	53540218	1.6639995000267307	FILTERED	-	CN < Threshold	CN=1.66 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	53540218	53900219	2.1184607510744633	FILTERED	-	CN < Threshold	CN=2.12 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	53900219	54165220	1.8500906999274953	FILTERED	-	CN < Threshold	CN=1.85 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	54165220	56475230	2.021097751302297	FILTERED	-	CN < Threshold	CN=2.02 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	56475230	56565230	1.7840078952267953	FILTERED	-	CN < Threshold	CN=1.78 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	56565230	57390234	1.6594095567970175	FILTERED	-	CN < Threshold	CN=1.66 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	57390234	57925236	1.4010689926948752	FILTERED	-	CN < Threshold	CN=1.40 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	57925236	58495238	1.6485401224580272	FILTERED	-	CN < Threshold	CN=1.65 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	58495238	58610239	1.9349571259078866	FILTERED	-	CN < Threshold	CN=1.93 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	58610239	58835240	2.1420341784251944	FILTERED	-	CN < Threshold	CN=2.14 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	58835240	59350242	1.945567183899704	FILTERED	-	CN < Threshold	CN=1.95 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	59350242	59980244	2.092277485830885	FILTERED	-	CN < Threshold	CN=2.09 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	59980244	61355250	1.942764191018445	FILTERED	-	CN < Threshold	CN=1.94 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	61355250	62110253	1.7836629227527439	FILTERED	-	CN < Threshold	CN=1.78 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	62110253	63745260	1.9608570985159681	FILTERED	-	CN < Threshold	CN=1.96 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	63745260	63900260	1.742280607954606	FILTERED	-	CN < Threshold	CN=1.74 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	63900260	65660267	2.0073996790051547	FILTERED	-	CN < Threshold	CN=2.01 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	65660267	66350268	1.7214293836601946	FILTERED	-	CN < Threshold	CN=1.72 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	66350268	66535265	2.080280686012405	FILTERED	-	CN < Threshold	CN=2.08 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	66535265	67120255	1.85994118345465	FILTERED	-	CN < Threshold	CN=1.86 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	67120255	68635229	1.9956804587874268	FILTERED	-	CN < Threshold	CN=2.00 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	68635229	68720227	0.7575484152947698	FILTERED	-	CN < Threshold	CN=0.76 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	68720227	69045222	1.934258615688894	FILTERED	-	CN < Threshold	CN=1.93 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	69045222	69440215	1.6413865083654995	FILTERED	-	CN < Threshold	CN=1.64 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	69440215	71140186	1.9647218752955289	FILTERED	-	CN < Threshold	CN=1.96 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	71140186	71925172	1.7797776319515024	FILTERED	-	CN < Threshold	CN=1.78 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	71925172	72405164	2.1291634415038807	FILTERED	-	CN < Threshold	CN=2.13 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	72405164	72765158	1.8802867571862034	FILTERED	-	CN < Threshold	CN=1.88 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	72765158	73340148	1.5777296333497979	FILTERED	-	CN < Threshold	CN=1.58 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	73340148	75625109	1.9298543921399895	FILTERED	-	CN < Threshold	CN=1.93 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	75625109	75678001	0.8131593491648792	FILTERED	-	CN < Threshold	CN=0.81 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	75805400	75985103	2.07685572711075	FILTERED	-	CN < Threshold	CN=2.08 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	75985103	76000102	4.4352640598016535	IN_UNFILTERED_GAINS	INTACT	-	-	1	chr3:75985103-76000102(4.435)
chr3	76000102	79630040	1.8733848457237274	FILTERED	-	CN < Threshold	CN=1.87 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg); MaxHighCNRunLen=15000	0	-
chr3	79630040	87900000	2.329128118257407	FILTERED	-	CN < Threshold	CN=2.33 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr3	93900000	197962430	2.1606194610368368	FILTERED	-	Size > 30Mb	Len=104062430	0	-
chr4	69700	214731	1.9950623023147036	FILTERED	-	CN < Threshold	CN=2.00 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	214731	848899	1.7008890072994425	FILTERED	-	CN < Threshold	CN=1.70 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	848899	1643658	1.9350196273068563	FILTERED	-	CN < Threshold	CN=1.94 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	1643658	2518725	1.7148174461705161	FILTERED	-	CN < Threshold	CN=1.71 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	2518725	2733741	1.4054537704766212	FILTERED	-	CN < Threshold	CN=1.41 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	2733741	3208777	1.6842823389962016	FILTERED	-	CN < Threshold	CN=1.68 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	3208777	3573805	2.020408617057843	FILTERED	-	CN < Threshold	CN=2.02 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	3573805	3638810	3.759985243788483	FILTERED	-	CN < Threshold	CN=3.76 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	3638810	3918831	2.167155988345911	FILTERED	-	CN < Threshold	CN=2.17 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	3918831	4688890	1.8837728347308138	FILTERED	-	CN < Threshold	CN=1.88 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	4688890	6624037	2.050356960319821	FILTERED	-	CN < Threshold	CN=2.05 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	6624037	7134076	1.7324407348724826	FILTERED	-	CN < Threshold	CN=1.73 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	7134076	7214082	1.959045221021739	FILTERED	-	CN < Threshold	CN=1.96 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	7214082	7759123	2.2260469173359567	FILTERED	-	CN < Threshold	CN=2.23 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	7759123	9159278	1.9607885979190025	FILTERED	-	CN < Threshold	CN=1.96 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	9159278	9214452	0.1485314145576484	FILTERED	-	CN < Threshold	CN=0.15 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	9214452	9374644	4.671124830377315	IN_UNFILTERED_GAINS	INTACT	-	-	1	chr4:9214452-9374644(4.671)
chr4	9374644	9459649	1.7382384459676832	FILTERED	-	CN < Threshold	CN=1.74 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg); MaxHighCNRunLen=160193	0	-
chr4	9459649	9479650	0.03908801140800705	FILTERED	-	CN < Threshold	CN=0.04 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	9479650	9694662	1.7308491573236562	FILTERED	-	CN < Threshold	CN=1.73 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	9694662	9989679	2.0689431447498237	FILTERED	-	CN < Threshold	CN=2.07 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	9989679	10214692	2.350234968915328	FILTERED	-	CN < Threshold	CN=2.35 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	10214692	10234693	1.4393515482667891	FILTERED	-	CN < Threshold	CN=1.44 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	10234693	10379701	2.4052469081927548	FILTERED	-	CN < Threshold	CN=2.41 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	10379701	15624999	1.982029039251094	FILTERED	-	CN < Threshold	CN=1.98 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	15624999	15735005	1.6803025225930386	FILTERED	-	CN < Threshold	CN=1.68 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	15735005	16605054	1.9778019952151709	FILTERED	-	CN < Threshold	CN=1.98 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	16605054	17360097	1.719740635789623	FILTERED	-	CN < Threshold	CN=1.72 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	17360097	17840124	1.5949707867032747	FILTERED	-	CN < Threshold	CN=1.59 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	17840124	25145538	1.7592957129414544	FILTERED	-	CN < Threshold	CN=1.76 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	25145538	25490558	1.5161841621474927	FILTERED	-	CN < Threshold	CN=1.52 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	25490558	25785574	1.3525753811942132	FILTERED	-	CN < Threshold	CN=1.35 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	25785574	26210599	1.6995431603870086	FILTERED	-	CN < Threshold	CN=1.70 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	26210599	26450612	1.3966824048879136	FILTERED	-	CN < Threshold	CN=1.40 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	26450612	27020644	1.6919782229593714	FILTERED	-	CN < Threshold	CN=1.69 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	27020644	27385665	1.8247388430572498	FILTERED	-	CN < Threshold	CN=1.82 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	27385665	33835535	1.697395784941979	FILTERED	-	CN < Threshold	CN=1.70 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	33835535	33865532	2.6040984648719374	FILTERED	-	CN < Threshold	CN=2.60 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	33865532	34385479	1.6731490831131537	FILTERED	-	CN < Threshold	CN=1.67 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	34385479	37545154	1.7451777676336604	FILTERED	-	CN < Threshold	CN=1.75 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	37545154	39329970	1.6305243655591173	FILTERED	-	CN < Threshold	CN=1.63 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	39329970	39544948	1.3610159743831916	FILTERED	-	CN < Threshold	CN=1.36 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	39544948	40154885	1.1146130887500794	FILTERED	-	CN < Threshold	CN=1.11 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	40154885	40819817	1.3123404178338869	FILTERED	-	CN < Threshold	CN=1.31 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	40819817	41259772	1.5234878559107463	FILTERED	-	CN < Threshold	CN=1.52 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	41259772	41924703	1.6882540284225476	FILTERED	-	CN < Threshold	CN=1.69 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	41924703	42274667	1.4840019626705974	FILTERED	-	CN < Threshold	CN=1.48 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	42274667	42629631	1.613708506722343	FILTERED	-	CN < Threshold	CN=1.61 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	42629631	47714108	1.7557080931323839	FILTERED	-	CN < Threshold	CN=1.76 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	47714108	48200000	1.585581461661556	FILTERED	-	CN < Threshold	CN=1.59 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	52700000	54859873	2.0334339077978196	FILTERED	-	CN < Threshold	CN=2.03 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	54859873	55109845	1.7127255617748216	FILTERED	-	CN < Threshold	CN=1.71 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	55109845	56184726	2.008799730262586	FILTERED	-	CN < Threshold	CN=2.01 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	56184726	56499691	1.6472231376729654	FILTERED	-	CN < Threshold	CN=1.65 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	56499691	57204613	1.8106453573277146	FILTERED	-	CN < Threshold	CN=1.81 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	57204613	57659563	1.620575235960396	FILTERED	-	CN < Threshold	CN=1.62 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	57659563	57884538	1.4004553621930045	FILTERED	-	CN < Threshold	CN=1.40 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	57884538	57979527	1.7426477743322082	FILTERED	-	CN < Threshold	CN=1.74 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	57979527	58044520	1.9241597749213926	FILTERED	-	CN < Threshold	CN=1.92 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	58044520	59034411	2.0654430762934686	FILTERED	-	CN < Threshold	CN=2.07 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	59034411	62918941	2.337595004206184	FILTERED	-	CN < Threshold	CN=2.34 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	62918941	65263648	2.5144206053568627	FILTERED	-	CN < Threshold	CN=2.51 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	65263648	66018554	2.143473528129932	FILTERED	-	CN < Threshold	CN=2.14 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
chr4	66018554	68283271	2.2826473620053833	FILTERED	-	CN < Threshold	CN=2.28 <= 4.00 (ccg=4.00=4.0*1.00; Thresh=ccg)	0	-
